date,state,notes
2020-05-19,SC,"A notícia do site não incluiu os casos de Faxinal dos Guedes e Imbuia
Os casos de Faxinal dos Guedes e Imbuia foram omitidos na notícia mas estão no boletim em PDF."
2020-05-19,SE,
2020-05-19,SP,
2020-05-19,SP,
2020-05-19,TO,
2020-05-18,AC,
2020-05-18,AL,Dois (2) Casos/Óbitos em Campestre e Porto Real do Colégio ocorreram em outros estados (PE e SE)
2020-05-18,AL,
2020-05-18,AM,
2020-05-18,AM,
2020-05-18,AP,
2020-05-18,AP,
2020-05-18,BA,
2020-05-18,CE,
2020-05-18,DF,"dados de importados\indefinidos extraido da tabela 1, pag. 1"
2020-05-18,ES,
2020-05-18,ES,
2020-05-18,GO,Os casos foram atualizados desde o momento da publicação da notícia.
2020-05-18,GO,Os casos foram atualizados desde o momento da publicação da notícia.
2020-05-18,GO,
2020-05-18,MA,
2020-05-18,MG,"O município de São João Del Rei apresentou redução de casos, de 18 no boletim anterior para 17 no boletim atual. O mesmo ocorre para Três Corações, com redução de 36 para 35 casos, e Várzea da Palma, passando de 6 para 5 casos. O boletim não informa os motivos dessas alterações."
2020-05-18,MS,
2020-05-18,MT,
2020-05-18,PA,Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 18/05/2020 às 19:01h
2020-05-18,PB,
2020-05-18,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-18,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais."
2020-05-18,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-18,PI,
2020-05-18,PI,
2020-05-18,PR,Um caso confirmado na data de 5/5 em Curitiba foi transferido para São José dos Pinhais.
2020-05-18,RJ,
2020-05-18,RN,"Boletim 66 referente ao dia 18 publicado no dia 19. Secretaria informou por Whatsapp que a coleta foi feita no dia 18 até as 23h, diferente do que está no boletim."
2020-05-18,RO,"Esclarecemos que devido a instabilidade do sistema e-SUS, ocorrido no domingo (17), foram gerados dados divergentes para os municípios de Guajará-Mirim, que permanece com 34 casos confirmados e não 36; Cujubim, que se mantém com seis casos confirmados e não sete, e Rio Crespo, que registra um caso confirmado e não dois, conforme havia sido informado na edição anterior."
2020-05-18,RO,"Esclarecemos que devido a instabilidade do sistema e-SUS, ocorrido no domingo (17), foram gerados dados divergentes para os municípios de Guajará-Mirim, que permanece com 34 casos confirmados e não 36; Cujubim, que se mantém com seis casos confirmados e não sete, e Rio Crespo, que registra um caso confirmado e não dois, conforme havia sido informado na edição anterior."
2020-05-18,RR,
2020-05-18,RR,
2020-05-18,RS,
2020-05-18,SC,"O caso que havia entrado no sábado como sendo de Treviso foi alterado para Chapecó, por isso o município do Sul saiu da lista nesta segunda-feira. A mudança foi realizada após a constatação de um equívoco no preenchimento do CEP do paciente durante a notificação."
2020-05-18,SE,"Alteração de 1 caso no município de Glória após retificação de endereço para o município de Itabi;
Exclusão de 1 caso de duplicidade do município de São Domingos."
2020-05-18,SE,"Alteração de 1 caso no município de Glória após retificação de endereço para o município de Itabi;
Exclusão de 1 caso de duplicidade do município de São Domingos."
2020-05-18,SP,
2020-05-18,SP,
2020-05-18,TO,
2020-05-17,AC,
2020-05-17,AL,Dois (2) Casos/Óbitos em Campestre e em Porto Real do Colégio ocorreram em outros estados (PE e SE)
2020-05-17,AL,
2020-05-17,AM,
2020-05-17,AM,
2020-05-17,AP,
2020-05-17,BA,"O município de Mundo Novo está com 0 casos confirmados, porém com 1 óbito.
Por isso, precisamos colocar 1 caso nesse município para o sistema permitir o envio da tabela.

O número total de casos vai resultar em 8.444, ao invés de 8.443 do boletim da secretaria de saúde."
2020-05-17,CE,
2020-05-17,DF,
2020-05-17,ES,
2020-05-17,ES,
2020-05-17,GO,
2020-05-17,GO,
2020-05-17,MA,
2020-05-17,MG,"Muriaé apresentou redução no número de óbitos em relação ao boletim anterior (2 óbitos no boletim de 16/05 e 1 óbito em 17/05). Paracatu apresentou redução de casos, de 20 no boletim anterior para 19 no atual. O mesmo ocorre para Patrocínio, reduzindo de 24 para 21 casos. O boletim não informa o motivo dessas alterações."
2020-05-17,MS,
2020-05-17,MT,
2020-05-17,PA,Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 17/05/2020 às 19:00h
2020-05-17,PA,
2020-05-17,PB,
2020-05-17,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais. Caso reportado na cidade ""Jardim Olinda"" incluído em Indefinidos"
2020-05-17,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais. Caso reportado na cidade ""Jardim Olinda"" incluído em Indefinidos
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais. Município reportado como Jardim Olinda foi contabilizado em Importados/Indefinidos, pois não existe município com este nome no estado."
2020-05-17,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais. Município reportado como Jardim Olinda foi contabilizado em Importados/Indefinidos, pois não existe município com este nome no estado."
2020-05-17,PI,
2020-05-17,PI,
2020-05-17,PR,
2020-05-17,RJ,
2020-05-17,RN,"Boletim publicado dia 18. Dados coletados dia 17.
Conforme boletim: Dados extraídos  em17/05/2020  (SE 20)  às 10H"
2020-05-17,RO,
2020-05-17,RR,
2020-05-17,RR,
2020-05-17,RS,
2020-05-17,SC,
2020-05-17,SE,"Alteração de 1 caso no município de Estância após retificação de endereço para o município de Aracaju;
Alteração de 2 casos no município de Canindé de São Francisco após retificação de endereço para o município de
Itabaianinha;"
2020-05-17,SE,"Alteração de 1 caso no município de Estância após retificação de endereço para o município de Aracaju;
Alteração de 2 casos no município de Canindé de São Francisco após retificação de endereço para o município de
Itabaianinha;"
2020-05-17,SP,
2020-05-17,TO,
2020-05-17,TO,
2020-05-16,AC,
2020-05-16,AL,Número de casos por municípios não bate com a soma do Estado. Dois (2) Casos/Óbitos em Campestre e Porto Real do Colégio ocorreram em outros estados (PE e SE)
2020-05-16,AL,
2020-05-16,AM,
2020-05-16,AM,
2020-05-16,AP,
2020-05-16,AP,
2020-05-16,BA,"De acordo com o boletim, Várzea da Roça e Mundo Novo com 0 casos e 1 morte
Os municípios de Várzea da Roça e Mundo Novo estão com 0 casos confirmados, porém com 1 óbito cada.
Por isso, precisamos colocar 1 caso nesses municípios para o sistema permitir o envio da tabela.

O número total de casos vai resultar em 8.316, ao invés de 8.314 do boletim da secretaria de saúde."
2020-05-16,CE,
2020-05-16,DF,
2020-05-16,ES,
2020-05-16,ES,
2020-05-16,GO,Os dados foram atualizados às 20h40 desde o momento da publicação da notícia às 14h30.
2020-05-16,GO,Os dados foram atualizados às 20h40 desde o momento da publicação da notícia às 14h30.
2020-05-16,MA,
2020-05-16,MG,"Betim apresentou redução de casos, de 45 no boletim anterior para 34 no atual. O mesmo ocorre em Mário Campos, reduzindo de 17 para 16 casos. O município de São Domingos da Prata não aparece neste boletim, apesar de ter registrado 1 caso no boletim anterior. O boletim não informa o motivo dessas alterações."
2020-05-16,MS,
2020-05-16,MT,
2020-05-16,MT,
2020-05-16,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 16/05/2020 às 19:00h
Atualizado em 16/05/2020 às 19:00h"
2020-05-16,PB,
2020-05-16,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-16,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais."
2020-05-16,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-16,PI,
2020-05-16,PI,
2020-05-16,PR,
2020-05-16,RJ,
2020-05-16,RN,"Boletim publicado no dia 18. Abaixo da tabela, a informação sobre a data da coleta está errada. A coleta dos dados foi realizada no dia 16/05, até as 5h, segundo assessora da secretaria de saúde do RN."
2020-05-16,RO,
2020-05-16,RO,
2020-05-16,RR,
2020-05-16,RR,
2020-05-16,RS,
2020-05-16,SC,"O município de Vargem, que aparecia na lista com um caso confirmado, foi removido após a constatação de um equívoco na notificação. O município não possui casos confirmados. Um dos óbitos que estava contabilizado como Laguna foi alterado para Criciúma, cidade onde residia a pessoa falecida. O endereço mais recente foi constatado após a investigação."
2020-05-16,SE,Exclusão de 1 caso de duplicidade do município de São Cristóvão.
2020-05-16,SE,Exclusão de 1 caso de duplicidade do município de São Cristóvão.
2020-05-16,SP,
2020-05-16,SP,
2020-05-15,AC,
2020-05-15,AL,Dois (2) Casos/Óbitos de Campestre e Porto Real do Colégio ocorridos em outros estados (PE e SE)
2020-05-15,AL,
2020-05-15,AM,
2020-05-15,AP,
2020-05-15,BA,"De acordo com o boletim, os municípios de Anagé e Mundo Novo estão com 0 casos e 1 morte.
Os municípios de Anagé e Mundo Novo estão com 0 casos confirmados, porém com 1 óbito cada.
Por isso, precisamos colocar 1 caso nesses municípios para o sistema permitir o envio da tabela.

O número total de casos vai resultar em 8.130, ao invés de 8.128 do boletim da secretaria de saúde."
2020-05-15,CE,
2020-05-15,DF,"Dados de casos importados\indeterminados extraído da tabela 1, página 1 do boletim."
2020-05-15,ES,
2020-05-15,ES,
2020-05-15,GO,"Os dados foram atualizados no portal desde o momento da publicação da notícia.
Os valores totais de casos confirmados e óbitos divulgados no painel estão diferentes dos valores da notícia divulgada pela SES-GO. 
A noticia consolida os dados até as 14h30 e o download do csv do painel foi realizado às 17h22. Foram considerados os valores totais divulgados no painel."
2020-05-15,GO,Os dados foram atualizados no portal desde o momento da publicação da notícia.
2020-05-15,GO,"Os valores totais de casos confirmados e óbitos divulgados no painel estão diferentes dos valores da notícia divulgada pela SES-GO. 
A noticia consolida os dados até as 14h30 e o download do csv do painel foi realizado às 17h22. Foram considerados os valores totais divulgados no painel."
2020-05-15,MA,
2020-05-15,MG,
2020-05-15,MG,"Município de Nova Lima apresentou redução no número de casos, de 102 no boletim anterior para 101 no atual. O mesmo ocorreu em Piranga, reduzindo de 4 casos para 3, em Santa Luzia, reduzindo de 25 para 18, e em Sebastião do Oeste, de 18 para 17 casos. O boletim não informa o motivo dessas alterações."
2020-05-15,MS,
2020-05-15,MT,"O município de Nova Mutum reduziu um caso, mas não há nota explicativa no boletim.
Nova Motum apresentou redução no número de casos, de 13 no boletim anterior para 12 no atual. O boletim não explica o motivo dessa redução."
2020-05-15,PA,"Atualizado em 15/05/2020 às 19:00h
Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 15/05/2020 às 19:00h"
2020-05-15,PB,
2020-05-15,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-15,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais."
2020-05-15,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-15,PI,Atualizado até as 20h
2020-05-15,PI,
2020-05-15,PR,"(1) Dois casos confirmados na data de 13/5 em Londrina foram transferidos para Cambé.

(2) Dois casos confirmados na data de 13/5 em União da Vitória foram transferidos para Quitandinha."
2020-05-15,RJ,
2020-05-15,RO,
2020-05-15,RO,
2020-05-15,RR,
2020-05-15,RR,
2020-05-15,RS,
2020-05-15,RS,
2020-05-15,SC,
2020-05-15,SC,
2020-05-15,SE,Exclusão de 1 caso de duplicidade do município de Estância
2020-05-15,SE,Exclusão de 1 caso de duplicidade do município de Estância
2020-05-15,SP,
2020-05-15,TO,
2020-05-14,AC,
2020-05-14,AL,
2020-05-14,AL,Dois (2) Casos/Óbitos em Campestre e Porto Real do Colégio ocorreram em outros estados (PE e SE)
2020-05-14,AM,"A cidade de Novo Airão tem 48 casos a menos do que o boletim do dia 13/05
Em relação ao boletim anterior houve uma diminuição nos casos confirmados e óbitos em Novo Airão. Não foi publicado nenhuma nota no boletim de hoje informando erros no boletim anteior"
2020-05-14,AP,
2020-05-14,AP,
2020-05-14,BA,"Mundo Novo tá com 0/1 no boletim. Foi preciso colocar 1/1 para o sistema permitir o envio da tabela.
Total de casos vai ficar 6956."
2020-05-14,CE,
2020-05-14,DF,
2020-05-14,ES,
2020-05-14,ES,
2020-05-14,GO,"Os valores totais de casos confirmados e óbitos divulgados no painel estão diferentes dos valores da notícia divulgada pela SES-GO. 
A noticia consolida os dados até as 14h30 e o download do csv do painel foi realizado às 20h04. Foram considerados os valores totais divulgados no painel.
O número total de casos difere entre a notícia e o painel devido a diferença de horários. A noticia consolida os dados até as 14h30 enquanto o csv foi baixado diretamente do painel às 19h30"
2020-05-14,GO,"Os valores totais de casos confirmados e óbitos divulgados no painel estão diferentes dos valores da notícia divulgada pela SES-GO. 
A noticia consolida os dados até as 14h30 e o download do csv do painel foi realizado às 20h04. Foram considerados os valores totais divulgados no painel."
2020-05-14,GO,O número total de casos difere entre a notícia e o painel devido a diferença de horários. A noticia consolida os dados até as 14h30 enquanto o csv foi baixado diretamente do painel às 19h30
2020-05-14,MA,
2020-05-14,MG,"Os municípios de Candeias, Carmo do Parabaíba, Estrela do Sul, Engenheiro Caldas, Matias Barbosa e Salto da Divisa não aparecem neste boletim, apesar de o registro anterior apontar 2, 2, 1, 1, 1 e 1 casos, respectivamente.

Os municipios de Divinópolis, Esmeraldas e Patos de Minas apresentaram redução de casos em relação ao boletim anterior: 116/115, 5/4, 23/19, respectivamente.

O boletim não informa os motivos dessas alterações."
2020-05-14,MS,
2020-05-14,MT,
2020-05-14,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 14/05/2020 às 19:02h
Atualizado em 14/05/2020 às 19:02h"
2020-05-14,PB,
2020-05-14,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-14,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais)."
2020-05-14,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
2020-05-14,PI,
2020-05-14,PI,
2020-05-14,PR,Dois casos confirmados na data de 12/5 em Pato Branco foram excluídos a pedido da 07ª RS
2020-05-14,RJ,
2020-05-14,RN,"Boletim publicado dia 15, às 23h"
2020-05-14,RO,
2020-05-14,RO,
2020-05-14,RR,
2020-05-14,RR,
2020-05-14,RS,
2020-05-14,SC,
2020-05-14,SC,
2020-05-14,SE,"Alteração de 1 caso no município de Aracaju após retificação de endereço para o município de Frei Paulo;
Exclusão de 1 caso de duplicidade do município de Poço Redondo."
2020-05-14,SE,"Alteração de 1 caso no município de Aracaju após retificação de endereço para o município de Frei Paulo;
Exclusão de 1 caso de duplicidade do município de Poço Redondo."
2020-05-14,SP,
2020-05-14,SP,
2020-05-14,TO,
2020-05-13,AC,
2020-05-13,AL,Dois (2) Casos/Óbitos em Campestre e Porto Real do Colégio ocorridos em outros estados (PE e SE)
2020-05-13,AL,
2020-05-13,AM,
2020-05-13,AP,
2020-05-13,AP,
2020-05-13,BA,Municípios com LPI diferente: 17 (no boletim são 15)
2020-05-13,CE,
2020-05-13,DF,
2020-05-13,ES,
2020-05-13,ES,
2020-05-13,GO,
2020-05-13,GO,
2020-05-13,GO,
2020-05-13,MA,
2020-05-13,MG,"O Município de Couto de Magalhães de Minas apresentou 0 casos neste boletim, embora tivesse registrado 1 caso no boletim anterior. O boletim não explica o motivo da alteração."
2020-05-13,MS,
2020-05-13,MT,
2020-05-13,MT,
2020-05-13,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 13/05/2020 às 19:00h
Atualizado em 13/05/2020 às 19:00h"
2020-05-13,PB,
2020-05-13,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-13,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais)."
2020-05-13,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
2020-05-13,PI,
2020-05-13,PI,
2020-05-13,PR,Um caso confirmado por laboratório particular na data de 11/5 em Ponta Grossa foi excluído por duplicidade de notificação.
2020-05-13,RJ,
2020-05-13,RN,
2020-05-13,RO,"Na quarta-feira (13), foram confirmados 152 novos casos de Covid-19 em Rondônia, destes 129 em Porto Velho, três em Ariquemes, três em Cacoal, três em Mirante da Serra, dois em Alto Paraíso, dois em Cacaulândia, dois em Guajará-Mirim, dois em Rolim de Moura, dois em Urupá, um em Candeias do Jamari, um em Ji-Paraná, um em Jaru e um em Pimenta Bueno.

*Esclarecemos que um caso que constava no boletim de ontem, em Buritis, pertence ao município de Alto Paraíso. E que um caso registrado em Presidente Médici não conta mais nesta edição."
2020-05-13,RO,"Na quarta-feira (13), foram confirmados 152 novos casos de Covid-19 em Rondônia, destes 129 em Porto Velho, três em Ariquemes, três em Cacoal, três em Mirante da Serra, dois em Alto Paraíso, dois em Cacaulândia, dois em Guajará-Mirim, dois em Rolim de Moura, dois em Urupá, um em Candeias do Jamari, um em Ji-Paraná, um em Jaru e um em Pimenta Bueno.

*Esclarecemos que um caso que constava no boletim de ontem, em Buritis, pertence ao município de Alto Paraíso. E que um caso registrado em Presidente Médici não conta mais nesta edição."
2020-05-13,RO,"Na quarta-feira (13), foram confirmados 152 novos casos de Covid-19 em Rondônia, destes 129 em Porto Velho, três em Ariquemes, três em Cacoal, três em Mirante da Serra, dois em Alto Paraíso, dois em Cacaulândia, dois em Guajará-Mirim, dois em Rolim de Moura, dois em Urupá, um em Candeias do Jamari, um em Ji-Paraná, um em Jaru e um em Pimenta Bueno.

*Esclarecemos que um caso que constava no boletim de ontem, em Buritis, pertence ao município de Alto Paraíso. E que um caso registrado em Presidente Médici não conta mais nesta edição."
2020-05-13,RR,
2020-05-13,RR,
2020-05-13,RS,
2020-05-13,SC,
2020-05-13,SC,
2020-05-13,SE,
2020-05-13,SE,
2020-05-13,SE,
2020-05-13,SP,
2020-05-13,TO,
2020-05-13,TO,
2020-05-12,AC,
2020-05-12,AL,Dois (2) Casos/Óbitos ocorridos em outros estados (PE e SE). E um caso não teve a localização divulgada
2020-05-12,AL,"há divergencia entre a noticia do site e o boletim PDF em :

* Marimbomdo qtd do PDF difere do site 
* Jequie da Praia qtd do PDF difere do site"
2020-05-12,AL,"há divergencia entre a noticia do site e o boletim PDF em :

* Marimbomdo qtd do PDF difere do site 
* Jequie da Praia qtd do PDF difere do site"
2020-05-12,AM,Corrige a informação equivocada do boletim publicado em http://www.saude.am.gov.br/visualizar-noticia.php?id=4575
2020-05-12,AP,
2020-05-12,AP,
2020-05-12,BA,"De acordo com o boletim, há um caso a mais em Salvador (Amargosa com local provável de infecção em Salvador)"
2020-05-12,CE,
2020-05-12,DF,"dados de casos importados\indeterminados baseado na tabela 1\página 1 (outros estados, goiás e em investigação)"
2020-05-12,ES,
2020-05-12,ES,
2020-05-12,GO,Paranaiguara tinha dados históricos que estão zerados no boletim de hoje.
2020-05-12,GO,
2020-05-12,GO,Paranaiguara tinha dados históricos que estão zerados no boletim de hoje.
2020-05-12,MA,
2020-05-12,MG,"O município de Lima Duarte não aparece neste boletim, apesar de o boletim anterior apontar 1 caso. Os municípios de Abaeté, Aimorés, Ilicínea e Sete Lagoas apresentaram redução de casos em relação ao boletim anterior (2/1 em Abaeté e Ilicínea, 5/4 em Aimorés, e 12/9 em Sete Lagoas). O boletim não informa o motivo das aslterações."
2020-05-12,MS,
2020-05-12,MT,
2020-05-12,PA,"Atualizado em 12/05/2020 às 19:03h
Total de óbitos com inconsistência
Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 12/05/2020 às 19:03h"
2020-05-12,PB,
2020-05-12,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
2020-05-12,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais."
2020-05-12,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-12,PI,
2020-05-12,PI,
2020-05-12,PR,Um caso confirmado por laboratório particular na data de 01/5 em Curitiba foi transferido para São José dos Pinhais.
2020-05-12,RJ,
2020-05-12,RN,
2020-05-12,RO,"*Esclarecemos que um caso registrado em Ji-Paraná no boletim de segunda-feira (11) foi lançado no sistema com duplicação e, portanto, não consta mais na edição de hoje (12)."
2020-05-12,RO,"*Esclarecemos que um caso registrado em Ji-Paraná no boletim de segunda-feira (11) foi lançado no sistema com duplicação e, portanto, não consta mais na edição de hoje (12)."
2020-05-12,RR,13/05/2020 às 15:26
2020-05-12,RS,
2020-05-12,RS,
2020-05-12,SC,
2020-05-12,SC,
2020-05-12,SE,
2020-05-12,SE,
2020-05-12,SP,Dados Extraídos da Fundação SEADE.
2020-05-12,SP,
2020-05-12,TO,
2020-05-11,AC,
2020-05-11,AL,
2020-05-11,AL,"o único caso confirmado para o município Passo de Camaragibe não consta deste boletim, contabiliza zero (0)"
2020-05-11,AL,"o único caso confirmado para o município Passo de Camaragibe não consta deste boletim, contabiliza zero (0)"
2020-05-11,AM,
2020-05-11,AP,
2020-05-11,BA,
2020-05-11,BA,
2020-05-11,CE,
2020-05-11,CE,
2020-05-11,DF,"dados de importados/indeterminados baseado na tabela 1, pag. 1 do boletim (outros estados, goias e em investigação)"
2020-05-11,ES,
2020-05-11,ES,
2020-05-11,GO,Dados referentes até o dia 10/05/20
2020-05-11,GO,Dados referentes até o dia 10/05/20
2020-05-11,GO,
2020-05-11,MA,
2020-05-11,MG,"Município de Nova Lima apresentou redução de casos, de 96 no boletim anterior para 93 no atual. O mesmo ocorreu em Ribeirão das Neves, com redução de 19 casos para 18, e Varginha, que reduziu de 32 casos para 31. O boletim não informa o motivo dessas alterações."
2020-05-11,MG,
2020-05-11,MS,
2020-05-11,MT,
2020-05-11,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 11/05/2020 às 19:10h
O total de casos relatados, 812, não bate com a soma por municípios, 811.
Atualizado em 11/05/2020 às 19:10h
Total da planilha difere do total do boletim"
2020-05-11,PB,
2020-05-11,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-11,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais)."
2020-05-11,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
2020-05-11,PI,
2020-05-11,PI,
2020-05-11,PR,
2020-05-11,RJ,
2020-05-11,RN,Substituição do boletim número 59 foi publicado no dia 13/05 novamente por causa de erros.
2020-05-11,RO,
2020-05-11,RR,
2020-05-11,RS,
2020-05-11,SC,
2020-05-11,SE,
2020-05-11,SE,
2020-05-11,SP,Dados extraídos da fundação SEADE.
2020-05-11,SP,
2020-05-11,TO,
2020-05-10,AC,
2020-05-10,AL,"desconsiderando casos/óbitos de alagoanos que faleceram em outros estados (PE, SE), dos muniocípios de Campestre e Porto Real do Colégio"
2020-05-10,AL,
2020-05-10,AM,
2020-05-10,AP,
2020-05-10,AP,
2020-05-10,BA,"De acordo com o boletim Capim Grosso possui 2 casos confirmados e 3 óbitos.
Na tabela fica com 3 casos e 3 mortes.
*Observações*
De acordo com o boletim Capim Grosso possui 2 casos confirmados e 3 óbitos.
Na tabela fica com 3 casos e 3 mortes."
2020-05-10,CE,
2020-05-10,CE,
2020-05-10,DF,"Dados dos casos de outros estados e indefinido na tabela 1, página 1 do boletim."
2020-05-10,ES,
2020-05-10,ES,
2020-05-10,GO,"Foi lançado painel interativo que permite exportação dos dados em csv em http://covid19.saude.go.gov.br/, no entanto os dados só apresentam informações até dia 08/05/2020.
SES-GO passou a divulgar o casos por município através de um painel atualizado a cada 30min, porém o CSV não está atualizado até o dia de hoje."
2020-05-10,MA,
2020-05-10,MG,"Município de Mariana apresentou redução de casos, de 21 no boletim anterior para 20 no atual. O mesmo ocorre em Uberlândia, com redução de 247 casos para 246. O boletim não explica o motivo dessas alterações."
2020-05-10,MS,
2020-05-10,MT,
2020-05-10,PA,"Atualizado em 10/05/2020 às 19:14h
Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 10/05/2020 às 19:14h"
2020-05-10,PB,
2020-05-10,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
2020-05-10,PE,"Total de dados do boletim do dia. Municípios atualizados com csv do IRRD (que disponibilizou os dados completos municipais).
Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais."
2020-05-10,PE,Total de dados do boletim do dia. Municípios atualizados com csv do IRRD - que disponibilizou os dados completos municipais.
2020-05-10,PI,
2020-05-10,PI,Atualizado até as 19h
2020-05-10,PR,
2020-05-10,RJ,
2020-05-10,RN,"Abaixo da tabela, há nota informando que os dados foram coletados até as 13h do dia 10/05"
2020-05-10,RO,
2020-05-10,RR,
2020-05-10,RR,
2020-05-10,RS,
2020-05-10,SC,
2020-05-10,SE,
2020-05-10,SE,
2020-05-10,SP,Planilha extraída da SEADE.
2020-05-10,SP,
2020-05-10,TO,Boletim do dia seguinte: divulga os dados da data anterior.
2020-05-09,AC,
2020-05-09,AL,2 casos/óbitos em Cmpestre e Porto Real do Colégio são de alagoanos que faleceram em SE e PE
2020-05-09,AL,"o boletim não contabiliza os casos confirmados de Alagoanos que morreram em SE e PE nos casos confirmados, apesar de contar no TOTAL de CONFIRMADOS da chamada no site

já os óbitos são desconsiderados no TOTAL

será desconsiderado em ambos os casos, já que há uma observação para os municípios de Campestre e Porto Real do Colégio"
2020-05-09,AL,"o boletim não contabiliza os casos confirmados de Alagoanos que morreram em SE e PE nos casos confirmados, apesar de contar no TOTAL de CONFIRMADOS da chamada no site

já os óbitos são desconsiderados no TOTAL

será desconsiderado em ambos os casos, já que há uma observação para os municípios de Campestre e Porto Real do Colégio"
2020-05-09,AM,
2020-05-09,AP,
2020-05-09,BA,"De acordo com o boletim Capim Grosso possui 2 casos confirmados e 3 óbitos.
De acordo com o boletim Capim Grosso possui 2 casos confirmados e 3 óbitos.
Na tabela fica com 3 casos e 3 mortes."
2020-05-09,CE,
2020-05-09,CE,
2020-05-09,DF,
2020-05-09,ES,
2020-05-09,GO,"SES-GO passou a divulgar o casos por município através de um painel atualizado a cada 30min, porém o CSV não está atualizado até o dia de hoje.
Não foram disponibilizados os dados por município. Foi lançado painel interativo que permite exportação dos dados em csv em http://covid19.saude.go.gov.br/, no entanto os dados não estavam disponíveis para download."
2020-05-09,MA,
2020-05-09,MA,
2020-05-09,MG,
2020-05-09,MG,"Município de Divinópolis apresentou redução no número de casos, de 107 no boletim anterior para 106 no atual. O mesmo ocorre para Ibirité, com redução de 13 para 12 casos. O boletim não informa o motivo dessas alterações."
2020-05-09,MS,
2020-05-09,MT,
2020-05-09,PA,"Fonte: Vigilância Epidemiológica - SESPA  - Atualizado em 09/05/2020 às 19:01h
Atualizado em 09/05/2020 às 19:01h"
2020-05-09,PB,
